SOURCE_NUMBER,NAME,RA,DEC,Uncert (arcmin),REDSHIFT,REDSHIFT_FLAG,FLUX_1P4_GHZ,RMAG,XRAY_FLUX,OBJECT_TYPE,LII,BII,FLUX_143_GHZ,GR_PHOTON_FLUX,RO_SPECTRAL_INDEX
2274,[MML2015] 5BZB J1410+0203,212.519417,2.051919,0.016666667,,,334,18.2,,BL LAC,343.174747,58.638014,0,,0.66
1923,[MML2015] 5BZQ J1229+0203,187.277917,2.052389,0.016666667,0.158,,54992,12.9,6.31E-11,QSO RLOUD FLAT RADIO SP.,289.950883,64.359976,17880,1.51E-08,0.662
2473,[MML2015] 5BZG J1512+0203,228.065625,2.054719,0.016666667,0.22,,957,17.6,8.00E-13,BL LAC-GALAXY DOMINATED,2.354484,47.994061,0,1.80E-09,0.615
1886,[MML2015] 5BZQ J1220+0203,185.0495,2.061719,0.016666667,0.24,,674,15.8,2.79E-12,QSO RLOUD FLAT RADIO SP.,284.991895,63.840004,0,4.00E-10,0.535
3395,[MML2015] 5BZQ J2258+0203,344.740625,2.061747,0.016666667,2.668,,454,18.7,,QSO RLOUD FLAT RADIO SP.,75.585866,-50.177451,0,,0.716
637,[MML2015] 5BZQ J0424+0204,66.035667,2.073608,0.016666667,2.056,,1150,16.4,,QSO RLOUD FLAT RADIO SP.,192.041526,-31.102566,0,,0.585
1156,[MML2015] 5BZU J0839+0204,129.947458,2.076139,0.016666667,,,2,20.6,,BLAZAR UNCERTAIN TYPE,224.075359,24.930362,0,,0.359
3422,[MML2015] 5BZB J2311+0205,347.755333,2.084808,0.016666667,,,63,16.9,,BL LAC,79.318214,-52.073187,276,5.00E-10,0.363
1180,[MML2015] 5BZB J0849+0206,132.28675,2.10625,0.016666667,,,54,19.2,,BL LAC,225.319632,26.983294,0,,0.601
1848,[MML2015] 5BZB J1209+0210,182.409667,2.171439,0.016666667,,,5,19.2,7.40E-13,BL LAC,279.307902,63.109873,0,,0.395
2752,[MML2015] 5BZQ J1659+0213,254.9375,2.218608,0.016666667,2.039,,361,18.4,2.50E-13,QSO RLOUD FLAT RADIO SP.,21.477006,25.727624,0,,0.669
1279,[MML2015] 5BZB J0918+0213,139.702417,2.222719,0.016666667,,,7,18.9,,BL LAC,229.551691,33.431602,0,,0.377
1802,[MML2015] 5BZQ J1155+0214,178.927208,2.236419,0.016666667,0.873,,110,18,2.50E-13,QSO RLOUD FLAT RADIO SP.,272.374095,61.756136,0,,0.56
1991,[MML2015] 5BZB J1250+0216,192.635708,2.275578,0.016666667,0.959,?,341,19.7,,BL LAC,302.399921,65.146402,0,,0.733
2459,[MML2015] 5BZG J1506+0219,226.724208,2.317778,0.016666667,0.22,,9,17.9,3.00E-13,BL LAC-GALAXY DOMINATED,1.347303,49.186644,0,,0.267
634,[MML2015] 5BZQ J0422+0219,65.7175,2.324139,0.016666667,2.277,,677,19.3,4.10E-13,QSO RLOUD FLAT RADIO SP.,191.591495,-31.227295,0,1.00E-09,0.776
3287,[MML2015] 5BZQ J2217+0220,334.451,2.336308,0.016666667,3.572,,781,20.5,1.90E-13,QSO RLOUD FLAT RADIO SP.,65.289435,-42.705337,0,,0.904
203,[MML2015] 5BZG J0113+0222,18.429708,2.371469,0.016666667,0.047,,491,14.6,5.50E-13,BL LAC-GALAXY DOMINATED,134.121451,-60.015329,0,,0.396
1633,[MML2015] 5BZB J1107+0222,166.899583,2.373469,0.016666667,,,21,18.6,,BL LAC,253.372807,54.923556,0,6.00E-10,0.49
1851,[MML2015] 5BZG J1210+0223,182.57375,2.395439,0.016666667,0.383,,79,18,4.70E-13,BL LAC-GALAXY DOMINATED,279.471241,63.377547,0,,0.463
529,[MML2015] 5BZB J0326+0225,51.558208,2.420747,0.016666667,0.147,,68,15.3,1.20E-11,BL LAC,180.747082,-42.431376,0,1.30E-09,0.234
2583,[MML2015] 5BZB J1558+0228,239.7015,2.471828,0.016666667,,,17,19.5,,BL LAC,12.380843,38.892569,0,,0.516
1977,[MML2015] 5BZB J1245+0228,191.39075,2.473669,0.016666667,,,35,18.9,1.00E-13,BL LAC,299.417837,65.305325,0,,0.518
405,[MML2015] 5BZQ J0233+0229,38.454958,2.490308,0.016666667,0.321,,52,16,1.61E-12,QSO RLOUD FLAT RADIO SP.,166.76734,-51.4514,0,,0.343
3139,[MML2015] 5BZQ J2106+0231,316.61725,2.527169,0.016666667,2.942,,84,18.9,,QSO RLOUD FLAT RADIO SP.,52.324735,-28.291949,0,,0.573
3247,[MML2015] 5BZQ J2200+0234,330.205833,2.575028,0.016666667,1.323,,77,20.3,,QSO RLOUD FLAT RADIO SP.,61.919256,-39.301868,0,,0.701
1713,[MML2015] 5BZB J1131+0234,172.814458,2.580669,0.016666667,,,12,18.5,,BL LAC,261.492817,58.843682,0,,0.377
2563,[MML2015] 5BZQ J1549+0237,237.372667,2.616997,0.016666667,0.414,,836,17.3,1.20E-12,QSO RLOUD FLAT RADIO SP.,10.84581,40.9044,1142,1.80E-09,0.673
135,[MML2015] 5BZB J0049+0237,12.430042,2.617747,0.016666667,,,425,18.5,2.90E-13,BL LAC,122.06734,-60.251118,0,7.00E-10,0.671
1718,[MML2015] 5BZB J1132+0237,173.143208,2.627808,0.016666667,,,63,19.2,,BL LAC,261.954813,59.074601,0,,0.585
1798,[MML2015] 5BZG J1154+0238,178.538667,2.637528,0.016666667,0.211,,115,17.7,4.40E-13,BL LAC-GALAXY DOMINATED,271.252426,61.933505,0,,0.473
3092,[MML2015] 5BZQ J2031+0239,307.946833,2.660358,0.016666667,0.858,,74,18.4,,QSO RLOUD FLAT RADIO SP.,47.459805,-20.841451,0,,0.563
3391,[MML2015] 5BZQ J2257+0243,344.323167,2.721528,0.016666667,2.081,,210,17.9,1.50E-13,QSO RLOUD FLAT RADIO SP.,75.765782,-49.405578,0,,0.6
1270,[MML2015] 5BZQ J0914+0245,138.657958,2.766439,0.016666667,0.427,,442,19.5,3.60E-13,QSO RLOUD FLAT RADIO SP.,228.352125,32.819032,379,,0.834
2640,[MML2015] 5BZQ J1617+0246,244.457958,2.778639,0.016666667,1.339,,628,17.4,,QSO RLOUD FLAT RADIO SP.,15.901591,35.049756,0,,0.65
506,[MML2015] 5BZU J0317+0248,49.449667,2.811778,0.016666667,0.748,,89,21.5,,BLAZAR UNCERTAIN TYPE,178.422133,-43.737879,0,8.00E-10,0.705
2425,[MML2015] 5BZB J1455+0250,223.781,2.844469,0.016666667,,,130,19.1,,BL LAC,358.905081,51.737636,0,,0.634
1584,[MML2015] 5BZG J1056+0252,164.0275,2.870419,0.016666667,0.236,,4,18,6.90E-12,BL LAC-GALAXY DOMINATED,249.277596,53.27543,0,,0.207
1167,[MML2015] 5BZB J0842+0252,130.60625,2.881328,0.016666667,0.425,,17,18.8,3.70E-13,BL LAC,223.64884,25.896337,0,6.00E-10,0.448
1498,[MML2015] 5BZQ J1028+0255,157.084958,2.922889,0.016666667,0.715,,284,20.8,,QSO RLOUD FLAT RADIO SP.,241.966531,48.105931,0,,0.87
2586,[MML2015] 5BZQ J1559+0304,239.879,3.080078,0.016666667,3.895,,413,20,1.00E-13,QSO RLOUD FLAT RADIO SP.,13.160367,39.077638,0,,0.783
1298,[MML2015] 5BZQ J0924+0309,141.06125,3.150219,0.016666667,0.128,,25,16.2,9.20E-13,QSO RLOUD FLAT RADIO SP.,229.447808,35.073313,0,,0.323
1111,[MML2015] 5BZB J0825+0309,126.45975,3.156778,0.016666667,0.506,,1400,18.3,1.57E-12,BL LAC,221.218904,22.388158,0,7.00E-10,0.754
1511,[MML2015] 5BZB J1032+0309,158.084458,3.163669,0.016666667,0.323,?,34,18.2,,BL LAC,242.633972,49.032819,0,,0.495
224,[MML2015] 5BZQ J0122+0310,20.507958,3.167358,0.016666667,4,,98,20.8,2.80E-13,QSO RLOUD FLAT RADIO SP.,137.804396,-58.818152,0,,0.732
3352,[MML2015] 5BZQ J2247+0310,341.9945,3.178439,0.016666667,1.571,,818,20.8,2.30E-13,QSO RLOUD FLAT RADIO SP.,73.603974,-47.517969,0,,0.933
3083,[MML2015] 5BZQ J2025+0316,306.290125,3.279028,0.016666667,2.21,,406,20.1,,QSO RLOUD FLAT RADIO SP.,47.139694,-19.100896,0,,0.801
1157,[MML2015] 5BZB J0839+0319,129.955208,3.331719,0.016666667,1.57,?,670,20.6,,BL LAC,222.86359,25.542823,0,,0.839
3220,[MML2015] 5BZB J2149+0322,327.424458,3.380939,0.016666667,,,100,17.9,8.00E-14,BL LAC,60.53743,-36.622642,0,8.00E-10,0.578
3344,[MML2015] 5BZQ J2245+0324,341.367792,3.402469,0.016666667,1.34,,481,18.3,2.50E-13,QSO RLOUD FLAT RADIO SP.,73.150928,-46.928907,0,,0.695
2003,[MML2015] 5BZG J1253+0326,193.44575,3.441689,0.016666667,0.066,,107,14.8,1.67E-12,BL LAC-GALAXY DOMINATED,304.388383,66.306806,0,,0.23
2450,[MML2015] 5BZQ J1505+0326,226.276958,3.441889,0.016666667,0.409,,395,18.2,1.00E-13,QSO RLOUD FLAT RADIO SP.,2.226554,50.254381,0,1.40E-09,0.723
1907,[MML2015] 5BZQ J1224+0330,186.218417,3.513969,0.016666667,0.956,,1280,18.5,5.60E-13,QSO RLOUD FLAT RADIO SP.,286.739845,65.547179,0,,0.808
766,[MML2015] 5BZB J0527+0331,81.88625,3.525419,0.016666667,,,252,17.2,,BL LAC,199.788182,-16.852753,489,,0.466
2010,[MML2015] 5BZQ J1255+0340,193.752042,3.678639,0.016666667,0.437,,118,17.9,7.40E-13,QSO RLOUD FLAT RADIO SP.,305.169318,66.534876,0,,0.527
2883,[MML2015] 5BZQ J1803+0341,270.9845,3.685439,0.016666667,1.42,,274,17.7,,QSO RLOUD FLAT RADIO SP.,30.795579,12.243704,403,1.10E-09,0.569
2898,[MML2015] 5BZB J1811+0341,272.825125,3.687169,0.016666667,,,21,17.4,5.90E-13,BL LAC CANDIDATE,31.646391,10.607099,0,9.00E-10,0.261
3134,[MML2015] 5BZQ J2101+0341,315.41175,3.692028,0.016666667,1.012,,627,17.7,3.70E-13,QSO RLOUD FLAT RADIO SP.,52.690762,-26.648676,572,,0.696
71,[MML2015] 5BZQ J0024+0349,6.188333,3.817689,0.016666667,0.545,,22,19.6,,QSO RLOUD FLAT RADIO SP.,110.155083,-58.390537,0,5.00E-10,0.611
1130,[MML2015] 5BZQ J0833+0350,128.328875,3.842358,0.016666667,0.903,,238,19.5,,QSO RLOUD FLAT RADIO SP.,221.517922,24.356726,0,,0.745
209,[MML2015] 5BZB J0115+0356,18.91875,3.945358,0.016666667,,,99,16.7,5.60E-13,BL LAC,134.519137,-58.380061,0,1.50E-09,0.398
711,[MML2015] 5BZQ J0456+0400,74.1965,4.014689,0.016666667,1.349,,351,16.3,4.40E-13,QSO RLOUD FLAT RADIO SP.,195.163972,-23.198432,0,,0.499
1510,[MML2015] 5BZB J1032+0401,158.034833,4.032497,0.016666667,,,167,19.6,,BL LAC,241.549065,49.539325,0,,0.784
2255,[MML2015] 5BZB J1404+0402,211.212042,4.033939,0.016666667,0.344,?,41,16.3,2.30E-12,BL LAC,343.327012,61.0101,0,5.00E-10,0.282
2403,[MML2015] 5BZU J1448+0402,222.209792,4.038858,0.016666667,0.871,,421,19.7,2.40E-13,BLAZAR UNCERTAIN TYPE,358.611465,53.700966,0,,0.735
1486,[MML2015] 5BZB J1025+0402,156.346,4.041389,0.016666667,0.208,,49,18,7.40E-13,BL LAC,239.964632,48.215491,0,,0.576
2363,[MML2015] 5BZQ J1437+0405,219.284083,4.092858,0.016666667,2.025,,16,18.2,,QSO RLOUD FLAT RADIO SP.,355.174819,55.844326,0,,0.43
931,[MML2015] 5BZQ J0721+0406,110.349583,4.112278,0.016666667,0.665,,313,18.1,3.50E-13,QSO RLOUD FLAT RADIO SP.,212.669148,8.535072,0,6.00E-10,0.603
3118,[MML2015] 5BZB J2050+0407,312.525958,4.13025,0.016666667,,,566,18.5,2.80E-13,BL LAC,51.385641,-23.986043,195,8.00E-10,0.692
1673,[MML2015] 5BZQ J1119+0410,169.928417,4.174419,0.016666667,0.736,,303,20.9,2.70E-13,QSO RLOUD FLAT RADIO SP.,255.269082,58.285059,0,,0.892
3330,[MML2015] 5BZQ J2238+0412,339.580458,4.208778,0.016666667,1.009,,68,17.1,,QSO RLOUD FLAT RADIO SP.,72.080303,-45.118348,0,,0.417
1896,[MML2015] 5BZQ J1222+0413,185.593917,4.221028,0.016666667,0.966,,800,16.8,9.10E-13,QSO RLOUD FLAT RADIO SP.,284.819089,66.065478,989,1.30E-09,0.657
2461,[MML2015] 5BZQ J1507+0415,226.998833,4.253328,0.016666667,1.703,,167,18.2,6.11E-12,QSO RLOUD FLAT RADIO SP.,3.921418,50.211402,0,,0.613
2256,[MML2015] 5BZQ J1405+0415,211.254667,4.259939,0.016666667,3.208,,934,19.3,1.20E-13,QSO RLOUD FLAT RADIO SP.,343.669915,61.169484,0,5.00E-10,0.834
724,[MML2015] 5BZB J0505+0415,76.394917,4.265189,0.016666667,0.424,,168,16.8,3.07E-12,BL LAC,196.172901,-21.198909,0,8.00E-10,0.391
2432,[MML2015] 5BZU J1458+0416,224.747292,4.2705,0.016666667,0.392,,1079,18.1,7.90E-13,BLAZAR UNCERTAIN TYPE,1.669537,51.955433,0,,0.67
418,[MML2015] 5BZQ J0239+0416,39.963542,4.272608,0.016666667,0.978,,890,17.8,4.70E-13,QSO RLOUD FLAT RADIO SP.,166.89537,-49.119528,0,,0.719
1426,[MML2015] 5BZQ J1008+0416,152.05475,4.277689,0.016666667,2.055,,21,19.5,2.30E-13,QSO RLOUD FLAT RADIO SP.,236.020692,44.894527,0,,0.538
1929,[MML2015] 5BZQ J1231+0418,187.864958,4.300528,0.016666667,1.03,,339,18,,QSO RLOUD FLAT RADIO SP.,290.263892,66.679643,0,,0.661
223,[MML2015] 5BZQ J0121+0422,20.486917,4.373528,0.016666667,0.637,,1066,20,4.20E-13,QSO RLOUD FLAT RADIO SP.,137.250587,-57.647552,599,,0.915
1924,[MML2015] 5BZQ J1229+0423,187.317917,4.389169,0.016666667,1.027,,257,18.5,2.20E-13,QSO RLOUD FLAT RADIO SP.,288.870144,66.653838,0,,0.658
1531,[MML2015] 5BZQ J1037+0424,159.413917,4.400469,0.016666667,2.328,,166,19.8,,QSO RLOUD FLAT RADIO SP.,242.445039,50.842403,0,,0.734
2242,[MML2015] 5BZQ J1400+0425,210.201792,4.42525,0.016666667,2.55,,323,20.5,9.00E-14,QSO RLOUD FLAT RADIO SP.,342.063084,61.906521,0,,0.845
2813,[MML2015] 5BZQ J1728+0427,262.103958,4.451358,0.016666667,0.293,,682,17.7,4.40E-13,QSO RLOUD FLAT RADIO SP.,27.294219,20.47715,858,1.30E-09,0.684
1126,[MML2015] 5BZB J0831+0429,127.953667,4.494189,0.016666667,0.174,,1241,15.4,6.00E-13,BL LAC,220.693412,24.331795,468,5.00E-09,0.564
3556,[MML2015] 5BZQ J2358+0430,359.620208,4.506889,0.016666667,2.298,,246,19.1,,QSO RLOUD FLAT RADIO SP.,98.916712,-55.875914,0,,0.708
1567,[MML2015] 5BZQ J1050+0432,162.541917,4.546939,0.016666667,1.216,,102,18.2,,QSO RLOUD FLAT RADIO SP.,245.533404,53.321952,208,,0.563
2320,[MML2015] 5BZB J1424+0434,216.039542,4.581139,0.016666667,0.666,?,220,17.7,,BL LAC,351.463443,58.424122,0,,0.524
617,[MML2015] 5BZQ J0412+0438,63.159083,4.635028,0.016666667,1.081,,190,19.7,,QSO RLOUD FLAT RADIO SP.,187.648161,-31.99154,0,,0.706
305,[MML2015] 5BZQ J0155+0438,28.7655,4.64175,0.016666667,1.132,,323,18.4,2.30E-13,QSO RLOUD FLAT RADIO SP.,151.147584,-54.706669,0,,0.677
2103,[MML2015] 5BZG J1323+0439,200.754208,4.664328,0.016666667,0.224,,37,17.9,2.55E-12,BL LAC-GALAXY DOMINATED,322.850544,66.307191,0,,0.394
3257,[MML2015] 5BZU J2204+0440,331.0735,4.667219,0.016666667,0.027,,468,14.1,7.20E-13,BLAZAR UNCERTAIN TYPE,64.701011,-38.631326,252,6.00E-10,0.355
3167,[MML2015] 5BZQ J2125+0441,321.371917,4.693189,0.016666667,1.394,,268,20.6,,QSO RLOUD FLAT RADIO SP.,57.45643,-30.998461,0,,0.823
1958,[MML2015] 5BZQ J1239+0443,189.8865,4.718108,0.016666667,1.761,,354,20.4,2.80E-13,QSO RLOUD FLAT RADIO SP.,295.198347,67.41112,0,4.50E-09,0.848
2215,[MML2015] 5BZU J1353+0443,208.273042,4.727419,0.016666667,0.523,,150,18,2.50E-13,BLAZAR UNCERTAIN TYPE,338.919754,63.20673,0,,0.502
1974,[MML2015] 5BZB J1244+0444,191.105375,4.749889,0.016666667,0.4,,7,19.3,,BL LAC,298.348368,67.559173,0,,0.479
2301,[MML2015] 5BZB J1419+0445,214.8645,4.753828,0.016666667,0.143,?,26,18.2,1.70E-13,BL LAC,349.984995,59.328304,0,,0.512
1882,[MML2015] 5BZB J1219+0446,184.937417,4.772889,0.016666667,,,8,17.8,,BL LAC,282.865965,66.40225,0,,0.275
3548,[MML2015] 5BZQ J2357+0448,359.277792,4.81575,0.016666667,1.248,,129,20.8,,QSO RLOUD FLAT RADIO SP.,98.553982,-55.463575,0,3.00E-10,0.769
1219,[MML2015] 5BZQ J0901+0448,135.299417,4.816358,0.016666667,1.863,,94,19.4,,QSO RLOUD FLAT RADIO SP.,224.295075,30.930826,0,,0.647
1181,[MML2015] 5BZB J0849+0455,132.385583,4.918858,0.016666667,,,184,17.8,,BL LAC,222.592868,28.430141,0,6.00E-10,0.485
1747,[MML2015] 5BZQ J1145+0455,176.338792,4.924078,0.016666667,1.342,,666,19,2.40E-13,QSO RLOUD FLAT RADIO SP.,264.664373,62.777573,0,,0.781
960,[MML2015] 5BZQ J0733+0456,113.489375,4.937328,0.016666667,3.01,,219,19.2,,QSO RLOUD FLAT RADIO SP.,213.353372,11.701121,0,,0.675
2548,[MML2015] 5BZG J1544+0458,236.077958,4.972747,0.016666667,0.326,,40,18.4,1.08E-12,BL LAC-GALAXY DOMINATED,12.51783,43.287629,0,,0.449
2635,[MML2015] 5BZQ J1616+0459,244.1565,4.992419,0.016666667,3.217,,329,19.3,1.00E-13,QSO RLOUD FLAT RADIO SP.,18.050707,36.446002,0,,0.724
723,[MML2015] 5BZQ J0505+0459,76.346542,4.995189,0.016666667,0.954,,987,18.1,5.40E-13,QSO RLOUD FLAT RADIO SP.,195.478537,-20.859541,657,1.30E-09,0.716
2897,[MML2015] 5BZB J1810+1608,272.709042,16.139108,0.016666667,,,33,18.8,,BL LAC,43.135768,16.105938,0,1.10E-09,0.464
3345,[MML2015] 5BZQ J2245+0500,341.4735,5.015828,0.016666667,1.091,,392,18.3,,QSO RLOUD FLAT RADIO SP.,74.837236,-45.806272,0,,0.676
3157,[MML2015] 5BZQ J2117+0502,319.336333,5.049328,0.016666667,1.794,,324,17.2,,QSO RLOUD FLAT RADIO SP.,56.437076,-29.137698,0,,0.573
1178,[MML2015] 5BZB J0848+0506,132.165208,5.104969,0.016666667,,,3,20.2,2.44E-12,BL LAC,222.288493,28.324712,0,,0.466
81,[MML2015] 5BZQ J0029+0509,7.264917,5.159669,0.016666667,1.633,,440,18.5,7.00E-14,QSO RLOUD FLAT RADIO SP.,112.589109,-57.262003,0,,0.711
1416,[MML2015] 5BZQ J1006+0509,151.656708,5.165,0.016666667,1.216,,173,21.3,2.40E-13,QSO RLOUD FLAT RADIO SP.,234.668588,45.067765,0,,0.865
1536,[MML2015] 5BZQ J1038+0512,159.694917,5.208078,0.016666667,0.473,,640,19.1,3.50E-13,QSO RLOUD FLAT RADIO SP.,241.719263,51.566194,443,,0.759
1454,[MML2015] 5BZQ J1016+0513,154.013042,5.217308,0.016666667,1.714,,402,18.9,1.60E-13,QSO RLOUD FLAT RADIO SP.,236.519267,47.032606,0,4.40E-09,0.748
3446,[MML2015] 5BZQ J2320+0513,350.186917,5.230558,0.016666667,0.623,,542,18.5,5.90E-13,QSO RLOUD FLAT RADIO SP.,85.424961,-50.916091,501,,0.755
2749,[MML2015] 5BZQ J1658+0515,254.639375,5.254558,0.016666667,0.879,,1534,15.9,1.52E-12,QSO RLOUD FLAT RADIO SP.,24.299681,27.440719,0,,0.6
1720,[MML2015] 5BZG J1132+0515,173.233208,5.261,0.016666667,0.101,,60,16.2,4.30E-13,BL LAC-GALAXY DOMINATED,258.909228,61.230374,0,,0.315
2273,[MML2015] 5BZB J1410+0515,212.51625,5.266028,0.016666667,0.544,,9,19.6,2.30E-13,BL LAC,347.010521,61.215442,0,,0.48
2471,[MML2015] 5BZU J1511+0518,227.921958,5.302578,0.016666667,0.084,,61,16.3,1.00E-13,BLAZAR UNCERTAIN TYPE,6.096393,50.129999,0,,0.495
645,[MML2015] 5BZQ J0426+0518,66.6525,5.305528,0.016666667,1.333,,688,18.8,,QSO RLOUD FLAT RADIO SP.,189.362997,-28.770597,0,7.00E-10,0.73
675,[MML2015] 5BZG J0439+0520,69.759417,5.345469,0.016666667,0.208,,82,15.3,2.22E-12,BL LAC-GALAXY DOMINATED,191.295734,-26.195258,0,,0.282
657,[MML2015] 5BZU J0433+0521,68.296208,5.354328,0.016666667,0.033,,3440,13.8,2.27E-11,BLAZAR UNCERTAIN TYPE,190.372861,-27.396878,1480,,0.462
14,[MML2015] 5BZQ J0005+0524,1.334208,5.403028,0.016666667,1.9,,127,16.2,2.60E-13,QSO RLOUD FLAT RADIO SP.,102.310813,-55.612081,0,,0.432
410,[MML2015] 5BZQ J0237+0526,39.3085,5.447219,0.016666667,0.561,,177,19.1,,QSO RLOUD FLAT RADIO SP.,165.02095,-48.586005,0,,0.677
2564,[MML2015] 5BZQ J1550+0527,237.646958,5.452889,0.016666667,1.422,,2304,18.3,9.40E-13,QSO RLOUD FLAT RADIO SP.,14.216423,42.230824,1233,1.00E-09,0.845
1833,[MML2015] 5BZB J1206+0529,181.74175,5.497828,0.016666667,,,468,19.7,,BL LAC,274.873655,65.917008,0,,0.863
1459,[MML2015] 5BZQ J1018+0530,154.616,5.508328,0.016666667,1.944,,278,19,,QSO RLOUD FLAT RADIO SP.,236.676389,47.691202,0,8.00E-10,0.726
1296,[MML2015] 5BZB J0924+0533,141.004292,5.562608,0.016666667,,,7,18.3,2.38E-12,BL LAC,226.85484,36.25028,0,,0.307
3498,[MML2015] 5BZB J2339+0534,354.780792,5.573969,0.016666667,0.74,?,17,19.6,3.10E-13,BL LAC,92.120144,-52.916724,0,,0.456
3523,[MML2015] 5BZQ J2349+0534,357.337708,5.577778,0.016666667,0.419,,436,19.3,,QSO RLOUD FLAT RADIO SP.,95.978869,-54.012841,0,,0.744
3164,[MML2015] 5BZQ J2123+0535,320.935458,5.589469,0.016666667,1.941,,794,17.4,3.50E-13,QSO RLOUD FLAT RADIO SP.,58.005553,-30.121703,460,,0.68
191,[MML2015] 5BZB J0111+0536,17.87575,5.607578,0.016666667,0.346,,16,18.8,2.08E-12,BL LAC CANDIDATE,132.102565,-56.906469,0,,0.387
458,[MML2015] 5BZQ J0258+0541,44.7105,5.685558,0.016666667,1.38,,144,19.5,8.00E-14,QSO RLOUD FLAT RADIO SP.,170.885488,-44.998126,0,,0.677
735,[MML2015] 5BZB J0509+0541,77.358167,5.693139,0.016666667,,,536,14.3,5.60E-13,BL LAC,195.405386,-19.636055,395,4.90E-09,0.378
1872,[MML2015] 5BZB J1216+0541,184.20825,5.693528,0.016666667,,,56,19.8,2.90E-13,BL LAC,280.371528,67.037213,0,,0.71
584,[MML2015] 5BZQ J0357+0542,59.442208,5.708689,0.016666667,2.164,,104,19.3,1.30E-13,QSO RLOUD FLAT RADIO SP.,183.947761,-34.284594,0,,0.618
1188,[MML2015] 5BZB J0851+0549,132.762458,5.818308,0.016666667,0.486,,7,19.1,6.50E-13,BL LAC,221.889035,29.184764,0,,0.386
589,[MML2015] 5BZQ J0400+0550,60.048917,5.845308,0.016666667,0.761,,485,17.6,,QSO RLOUD FLAT RADIO SP.,184.270875,-33.726665,0,,0.624
3227,[MML2015] 5BZQ J2151+0552,327.907792,5.870278,0.016666667,0.74,,684,20.9,,QSO RLOUD FLAT RADIO SP.,63.31373,-35.444048,0,,0.949
469,[MML2015] 5BZG J0303+0554,45.875792,5.908389,0.016666667,0.196,,30,17.4,3.57E-12,BL LAC-GALAXY DOMINATED,171.884188,-44.056413,0,,0.314
82,[MML2015] 5BZQ J0029+0554,7.441208,5.911358,0.016666667,1.314,,294,18.9,3.20E-13,QSO RLOUD FLAT RADIO SP.,113.121869,-56.547015,0,,0.712
1499,[MML2015] 5BZG J1028+0555,157.115,5.920889,0.016666667,0.234,,18,18.6,2.00E-13,BL LAC-GALAXY DOMINATED,238.3644,49.953708,0,,0.387
1702,[MML2015] 5BZB J1127+0555,171.902208,5.925578,0.016666667,,,162,19.7,,BL LAC,255.924394,60.896969,345,,0.843
288,[MML2015] 5BZQ J0149+0555,27.343208,5.931558,0.016666667,2.345,,906,21,2.00E-13,QSO RLOUD FLAT RADIO SP.,148.030197,-54.092809,0,,0.973
2569,[MML2015] 5BZB J1553+0601,238.379417,6.028828,0.016666667,0.619,?,11,19.8,,BL LAC,15.393074,41.914625,0,,0.487
3070,[MML2015] 5BZQ J2017+0603,304.305833,6.051997,0.016666667,1.743,,37,17.2,1.40E-13,QSO RLOUD FLAT RADIO SP.,48.600797,-15.992875,0,6.40E-09,0.353
67,[MML2015] 5BZB J0022+0608,5.635167,6.134558,0.016666667,,,340,18.5,2.50E-13,BL LAC,110.00797,-56.010371,0,2.20E-09,0.652
716,[MML2015] 5BZQ J0502+0609,75.564333,6.152078,0.016666667,1.106,,915,18.3,,QSO RLOUD FLAT RADIO SP.,193.987031,-20.910455,0,5.00E-10,0.728
2017,[MML2015] 5BZB J1256+0609,194.163958,6.15225,0.016666667,0.423,,65,18.6,7.30E-13,BL LAC,306.551013,68.987325,0,,0.524
1494,[MML2015] 5BZB J1027+0609,156.764125,6.159419,0.016666667,0.449,,11,18.9,5.60E-13,BL LAC,237.747102,49.810764,0,,0.424
2381,[MML2015] 5BZB J1440+0610,220.2205,6.171139,0.016666667,,,90,17.1,5.30E-13,BL LAC,359.039944,56.601353,0,1.10E-09,0.435
1539,[MML2015] 5BZQ J1041+0610,160.321458,6.171358,0.016666667,1.264,,1406,16.9,1.71E-12,QSO RLOUD FLAT RADIO SP.,241.113636,52.651677,425,1.10E-09,0.686
2646,[MML2015] 5BZQ J1619+0613,244.765375,6.217278,0.016666667,2.096,,873,19.1,,QSO RLOUD FLAT RADIO SP.,19.747279,36.529434,0,,0.812
2305,[MML2015] 5BZB J1420+0614,215.057,6.241328,0.016666667,,,53,18.8,6.00E-14,BL LAC,352.240954,60.309897,0,,0.543
1368,[MML2015] 5BZB J0950+0615,147.514458,6.251058,0.016666667,,,122,18.9,,BL LAC,230.337156,42.178797,0,,0.638
2902,[MML2015] 5BZB J1813+0615,273.389208,6.261669,0.016666667,,,190,18,,BL LAC,34.24605,11.261968,255,9.00E-10,0.585
2926,[MML2015] 5BZQ J1830+0619,277.524708,6.321108,0.016666667,0.745,,397,19.5,3.20E-13,QSO RLOUD FLAT RADIO SP.,36.162088,7.611047,0,2.80E-09,0.682
437,[MML2015] 5BZQ J0249+0619,42.325042,6.331078,0.016666667,1.881,,499,18,,QSO RLOUD FLAT RADIO SP.,167.70875,-46.042995,0,,0.665
496,[MML2015] 5BZB J0314+0619,48.599542,6.332469,0.016666667,,,29,17.5,7.07E-12,BL LAC,174.177146,-41.888252,0,,0.303
